Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Contract,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Churn Label,Churn Score,ContractPeriod,ContractTenureRatio
-0.9182781470228178,-0.6504085499394767,-1.2789877528891656,-0.44547770842612466,-3.054010391622917,-1.485900321798198,-0.8541761503778148,0.5259273725834718,-0.7608195891039148,-0.6129747048975622,-0.889656713860356,-0.8335197140296579,-0.8228370784480619,-0.9886665448691576,-0.24819990600904493,0.5234109396773273,-0.8848232326461513,-1.0381794973468954,0.990531829475428,1.8801103696193817,-0.49831335515828096,2.273158691738958,-0.9666223112813243,1.6638285090871447,1.5350599635668676,-0.8810558974430361,-0.6422394500577793
1.088994661630722,-0.31718476167849363,-0.9937428829905025,2.2330932936614083,0.3274383095561751,1.685430020476617,1.17071870896616,0.5259273725834718,0.675377775157375,-0.17217617042813899,-0.889656713860356,0.8347040273488247,0.5397638717050421,-0.7269786055157532,-0.24819990600904493,-0.27330037394865414,-0.4229793123288217,-0.7017046045130878,-1.0095586736769342,1.6412924580608648,-0.49831335515828096,2.273158691738958,1.0345302279174904,1.6638285090871447,0.4957812667328284,-0.8810558974430361,-0.1566471315653542
-0.9182781470228178,-0.6504085499394767,-0.5862502117066982,1.3402362929655638,0.3274383095561751,-0.7739690204711989,1.17071870896616,0.5259273725834718,0.675377775157375,1.5420403525085071,-0.889656713860356,-0.8335197140296579,1.0050422449280532,-0.23272819729347155,5.571116141826993,-0.27330037394865414,-0.6438611872631967,-0.3921058182645532,0.990531829475428,1.4621790243919772,-0.49831335515828096,2.273158691738958,-0.9666223112813243,1.6638285090871447,1.0626605559150317,-0.8810558974430361,0.5370561805666816
1.088994661630722,-0.31718476167849363,-0.3010053418080353,0.44737929226971956,0.3274383095561751,-0.1914797739309267,-0.8541761503778148,0.5259273725834718,0.675377775157375,-0.41706424513337415,-0.889656713860356,-0.8335197140296579,1.1047447534758412,0.10309730329327516,1.3963894118576612,-0.27330037394865414,-0.30131710314036914,-0.013746083999151266,-1.0095586736769342,1.8801103696193817,-0.49831335515828096,2.273158691738958,1.0345302279174904,1.6638285090871447,1.393340141271317,-0.8810558974430361,1.0226484990591067
1.088994661630722,-0.31718476167849363,0.18798586373252985,0.44737929226971956,0.3274383095561751,-1.0975741574380167,1.17071870896616,0.5259273725834718,0.675377775157375,-0.31910901525128005,-0.889656713860356,-0.8335197140296579,0.37359302412539525,0.25931573589210344,-0.24819990600904493,-0.27330037394865414,-0.6084255923539387,0.023601232944020327,-1.0095586736769342,1.99951932539864,-0.49831335515828096,2.273158691738958,1.0345302279174904,1.6638285090871447,0.4013013852024612,-0.8810558974430361,1.8550924736175496
-0.9182781470228178,-0.6504085499394767,-0.2195068075512744,0.44737929226971956,0.3274383095561751,-1.2917372396181075,1.17071870896616,0.5259273725834718,0.675377775157375,-0.12319855548709195,-0.889656713860356,-0.8335197140296579,0.44006136315725397,-0.06371220948174489,-0.24819990600904493,0.1250552828643366,-0.7785164479183772,-0.27901674639924856,-1.0095586736769342,1.5218835022816064,-0.49831335515828096,2.273158691738958,-0.9666223112813243,1.6638285090871447,1.724019726627602,-0.8810558974430361,1.1613891614855139
1.088994661630722,-0.31718476167849363,-1.2789877528891656,2.2330932936614083,0.3274383095561751,-0.5150849108977446,-0.8541761503778148,0.5259273725834718,0.675377775157375,0.4645328238054724,-0.889656713860356,2.502927768727307,0.17418800702981907,-0.975427694648918,-0.24819990600904493,-0.27330037394865414,-0.8671054351915223,-1.02910444837005,-1.0095586736769342,1.7607014138401231,-0.49831335515828096,2.273158691738958,1.0345302279174904,1.6638285090871447,0.8264608520891137,-0.8810558974430361,-0.6422394500577793
1.088994661630722,1.3489341796264218,1.0437204734285188,-0.44547770842612466,-3.054010391622917,-1.485900321798198,-0.8541761503778148,0.5259273725834718,-0.7608195891039148,0.17066713415919024,-0.889656713860356,-0.8335197140296579,-0.6566662308684151,0.1635547192990364,4.938581788801336,-0.27330037394865414,-0.8848232326461513,-0.14812661692551635,0.990531829475428,1.163656634943831,-0.49831335515828096,2.273158691738958,1.0345302279174904,1.6638285090871447,1.5350599635668676,-0.8810558974430361,3.3118694290948247
-0.9182781470228178,-0.6504085499394767,-0.7084980130918396,1.3402362929655638,0.3274383095561751,1.361824883509799,1.17071870896616,0.5259273725834718,0.675377775157375,-0.07422094054604492,-0.889656713860356,2.502927768727307,0.3071246850935365,-0.5005942667496546,-0.24819990600904493,-0.27330037394865414,-0.10405895814549951,-0.42840601417193497,-1.0095586736769342,1.4024745465023478,-0.49831335515828096,2.273158691738958,-0.9666223112813243,1.6638285090871447,1.5350599635668676,-0.8810558974430361,0.32894518692707087
-0.9182781470228178,-0.6504085499394767,-1.0344921501188828,2.2330932936614083,0.3274383095561751,0.26156741782261833,-0.8541761503778148,0.5259273725834718,0.675377775157375,-0.12319855548709195,-0.889656713860356,-0.8335197140296579,0.37359302412539525,-0.7839056614627838,1.1433756706473988,-0.27330037394865414,-0.6615789847178257,-0.8214254429383949,-1.0095586736769342,1.8204058917297523,-0.49831335515828096,2.273158691738958,-0.9666223112813243,1.6638285090871447,1.0626605559150317,-0.8810558974430361,-0.22601746277855778
